nombre,correo,ciclo,carrera,codigo
Brett English,brettenglish@utec.edu,8,Ingenieria electronica,202286381
Jasper Carter,jaspercarter@utec.edu,3,Ingenieria mecanica,202203275
Astra Whitaker,astrawhitaker@utec.edu,8,Ingenieria mecatronica,202345252
Charde Shields,chardeshields@utec.edu,3,Ingenieria electronica,202281565
Alyssa Morrison,alyssamorrison6278@utec.edu,9,Ingenieria electronica,202265600
Herman Hodges,hermanhodges@utec.edu,6,Ingenieria civil,202302064
Dahlia Vega,dahliavega@utec.edu,4,Ingenieria mecatronica,202240203
Tashya Hansen,tashyahansen@utec.edu,6,Ingenieria industrial,202332130
Kamal Strong,kamalstrong1370@utec.edu,2,Administracion de negocios,202279237
Aidan Faulkner,aidanfaulkner6081@utec.edu,4,Ingenieria electronica,202201304
Brent Morin,brentmorin2751@utec.edu,6,Ingenieria mecatronica,202143368
Adria Rojas,adriarojas2909@utec.edu,9,Ingenieria ambiental,202312599
Mufutau Crawford,mufutaucrawford@utec.edu,4,Ingenieria industrial,202140269
Pearl Morton,pearlmorton@utec.edu,2,Ingenieria industrial,202336807
Silas Holt,silasholt@utec.edu,5,Ingenieria mecatronica,202328779
Lucius Berg,luciusberg3457@utec.edu,8,Administracion de negocios,202102724
Chandler Reynolds,chandlerreynolds7685@utec.edu,8,Administracion de negocios,202168394
Quinn Travis,quinntravis6561@utec.edu,6,DS,202341937
Simone Ochoa,simoneochoa8824@utec.edu,10,Administracion de negocios,202162552
Castor Albert,castoralbert5954@utec.edu,6,Ingenieria industrial,202362625
Daquan Rivers,daquanrivers@utec.edu,2,Ingenieria electronica,202212739
Acton Ryan,actonryan@utec.edu,10,Ingenieria mecatronica,202198720
Neve Klein,neveklein@utec.edu,2,Ingenieria de la energia,202362585
Tana Juarez,tanajuarez2066@utec.edu,4,Ingenieria mecatronica,202151082
Serena Nixon,serenanixon8140@utec.edu,8,DS,202328284
Eaton Burt,eatonburt@utec.edu,8,Ingenieria quimica,202376680
Victoria Cortez,victoriacortez@utec.edu,2,DS,202215037
Ali Torres,alitorres4879@utec.edu,6,Administracion de negocios,202110353
Kato Hendricks,katohendricks5697@utec.edu,5,Administracion de negocios,202169197
Julian Mason,julianmason5501@utec.edu,5,Ingenieria quimica,202344828
Karen Campbell,karencampbell@utec.edu,7,DS,202149161
Phelan Dejesus,phelandejesus@utec.edu,9,Ingenieria de la energia,202262327
Carl Martinez,carlmartinez@utec.edu,8,DS,202272189
Janna Horn,jannahorn@utec.edu,8,DS,202180662
Regina Medina,reginamedina7400@utec.edu,9,DS,202248867
Skyler Espinoza,skylerespinoza@utec.edu,5,Ingenieria industrial,202182096
Brock Sexton,brocksexton@utec.edu,5,Bioingenieria,202337188
Paula Clark,paulaclark@utec.edu,10,Bioingenieria,202363600
Gillian Shepard,gillianshepard@utec.edu,2,Ingenieria mecatronica,202317766
Kirsten Hansen,kirstenhansen6813@utec.edu,4,DS,202248694
Iona Franco,ionafranco200@utec.edu,8,CS,202132584
Colleen Salinas,colleensalinas9919@utec.edu,9,Ingenieria de la energia,202108830
Tyler Thornton,tylerthornton8474@utec.edu,7,Ingenieria civil,202292496
Garth Monroe,garthmonroe5129@utec.edu,5,Ingenieria de la energia,202194075
Kenyon Mueller,kenyonmueller@utec.edu,5,Bioingenieria,202312995
Georgia Peterson,georgiapeterson2148@utec.edu,4,Ingenieria industrial,202384452
Ciara Ware,ciaraware6748@utec.edu,9,Ingenieria mecatronica,202357041
Sandra Rowland,sandrarowland1348@utec.edu,4,CS,202296220
Carly David,carlydavid@utec.edu,7,DS,202130131
Grady Bullock,gradybullock9314@utec.edu,8,Administracion de negocios,202303668
Madeson Booker,madesonbooker1054@utec.edu,7,Ingenieria mecatronica,202201484
Lyle Marshall,lylemarshall1180@utec.edu,4,Ingenieria civil,202337125
Mona Collins,monacollins6623@utec.edu,2,Ingenieria de la energia,202295579
Colette Powers,colettepowers@utec.edu,8,Ingenieria ambiental,202310539
Francis Wade,franciswade@utec.edu,2,Ingenieria industrial,202171229
Hamish Rodriquez,hamishrodriquez@utec.edu,4,Ingenieria mecanica,202178755
Abigail Hendrix,abigailhendrix@utec.edu,8,Ingenieria electronica,202172615
Buckminster Craft,buckminstercraft@utec.edu,3,Ingenieria ambiental,202125936
Sade Harvey,sadeharvey@utec.edu,9,Administracion de negocios,202241609
Sharon Flores,sharonflores4932@utec.edu,4,Administracion de negocios,202147857
Kieran Wilson,kieranwilson@utec.edu,1,CS,202214492
Bernard Goff,bernardgoff@utec.edu,8,Ingenieria quimica,202224382
Steven Sparks,stevensparks7643@utec.edu,9,Ingenieria industrial,202342007
Otto Kelly,ottokelly2667@utec.edu,2,Ingenieria industrial,202187309
Yuri Nguyen,yuringuyen@utec.edu,5,Ingenieria de la energia,202385191
Hilel Huff,hilelhuff@utec.edu,6,Ingenieria civil,202144440
Ronan Jarvis,ronanjarvis@utec.edu,7,Ingenieria industrial,202354012
Kennedy Key,kennedykey625@utec.edu,4,Ingenieria mecatronica,202308989
Francis Deleon,francisdeleon2246@utec.edu,1,Ingenieria industrial,202331000
Ulysses Combs,ulyssescombs@utec.edu,6,DS,202203113
Justine Owen,justineowen@utec.edu,7,Bioingenieria,202106224
Hadley Rasmussen,hadleyrasmussen2377@utec.edu,9,Ingenieria quimica,202304503
May Carney,maycarney9311@utec.edu,3,Ingenieria ambiental,202183612
Gillian Sampson,gilliansampson@utec.edu,8,Ingenieria quimica,202274964
Laurel Stone,laurelstone@utec.edu,6,Ingenieria de la energia,202166837
Jillian James,jillianjames@utec.edu,7,DS,202186745
Gregory Browning,gregorybrowning@utec.edu,3,Ingenieria industrial,202267936
Trevor Gill,trevorgill@utec.edu,6,Ingenieria mecanica,202356941
Donovan Koch,donovankoch@utec.edu,5,Ingenieria mecatronica,202149282
Christian Kelly,christiankelly@utec.edu,1,Administracion de negocios,202306973
Galvin Patterson,galvinpatterson@utec.edu,5,Ingenieria industrial,202180220
Joelle Keller,joellekeller4472@utec.edu,4,Ingenieria quimica,202293890
Valentine Downs,valentinedowns@utec.edu,4,Ingenieria electronica,202309352
Ivan Todd,ivantodd@utec.edu,9,Ingenieria mecatronica,202369235
Elton Rush,eltonrush9109@utec.edu,8,Ingenieria electronica,202111239
Myles Britt,mylesbritt@utec.edu,2,Ingenieria mecatronica,202312595
Rylee Head,ryleehead5234@utec.edu,7,Ingenieria mecatronica,202277456
Freya Woods,freyawoods2407@utec.edu,2,Ingenieria industrial,202377465
Leroy House,leroyhouse2930@utec.edu,7,Administracion de negocios,202347093
Hyatt Good,hyattgood8169@utec.edu,6,CS,202203982
Hollee Jones,holleejones603@utec.edu,7,Ingenieria civil,202300770
Alfonso Weber,alfonsoweber@utec.edu,4,Ingenieria civil,202151080
Ira Lyons,iralyons@utec.edu,5,Ingenieria quimica,202376752
Colleen Morse,colleenmorse5974@utec.edu,6,Ingenieria mecanica,202268695
Melinda Hester,melindahester2881@utec.edu,9,Ingenieria electronica,202202272
Brittany Clemons,brittanyclemons6940@utec.edu,10,Bioingenieria,202319001
Alexis Daugherty,alexisdaugherty@utec.edu,8,Administracion de negocios,202224671
Judah Hall,judahhall8891@utec.edu,1,Bioingenieria,202114913
Joel Hughes,joelhughes9695@utec.edu,7,CS,202267819
Shelly Becker,shellybecker@utec.edu,6,DS,202381311
MacKenzie Saunders,mackenziesaunders4753@utec.edu,8,Ingenieria ambiental,202286678
Abbot David,abbotdavid9865@utec.edu,4,DS,202348311
Burke Hoover,burkehoover@utec.edu,2,Ingenieria electronica,202223440
Garth Jordan,garthjordan@utec.edu,9,Ingenieria ambiental,202140796
Libby Rodriguez,libbyrodriguez@utec.edu,10,Ingenieria de la energia,202259453
Barry Fowler,barryfowler3823@utec.edu,4,DS,202107722
Amber Lowe,amberlowe8963@utec.edu,2,Ingenieria civil,202184083
Hiram Foley,hiramfoley@utec.edu,3,Ingenieria mecanica,202198658
Kane Drake,kanedrake@utec.edu,7,Ingenieria ambiental,202382037
Xantha Warren,xanthawarren@utec.edu,6,Ingenieria civil,202367813
Chase Haynes,chasehaynes@utec.edu,6,Ingenieria ambiental,202333576
Forrest Graham,forrestgraham@utec.edu,2,Ingenieria de la energia,202263132
Margaret Hurley,margarethurley4208@utec.edu,1,Administracion de negocios,202155436
Quynn Ochoa,quynnochoa3893@utec.edu,7,Ingenieria de la energia,202220383
Ray Mcconnell,raymcconnell@utec.edu,7,CS,202396148
Jin Hawkins,jinhawkins@utec.edu,4,Ingenieria de la energia,202288839
Christen Berg,christenberg4022@utec.edu,9,Ingenieria mecanica,202239300
Lunea Woods,luneawoods@utec.edu,2,Administracion de negocios,202280810
Molly Taylor,mollytaylor3905@utec.edu,6,CS,202284422
Mason Camacho,masoncamacho8835@utec.edu,7,CS,202181669
Cedric Hopkins,cedrichopkins3952@utec.edu,9,Ingenieria mecatronica,202183583
Dara Powers,darapowers8623@utec.edu,8,Ingenieria mecatronica,202369011
Kenyon Sears,kenyonsears1561@utec.edu,5,Ingenieria civil,202380034
Hanna Dunlap,hannadunlap3278@utec.edu,3,Ingenieria industrial,202359949
Merrill Mejia,merrillmejia4794@utec.edu,4,CS,202219073
Howard Kane,howardkane@utec.edu,2,Ingenieria mecatronica,202162191
Paloma Morrow,palomamorrow200@utec.edu,2,Ingenieria electronica,202310003
Zia Stafford,ziastafford@utec.edu,6,Ingenieria ambiental,202369133
Keefe Guerra,keefeguerra735@utec.edu,5,Bioingenieria,202216797
Steel Monroe,steelmonroe4613@utec.edu,2,Ingenieria ambiental,202370196
Myles Carrillo,mylescarrillo@utec.edu,2,DS,202366181
Imani Cameron,imanicameron3865@utec.edu,6,Ingenieria ambiental,202230196
Winter Patel,winterpatel9854@utec.edu,6,Ingenieria ambiental,202143576
Axel Forbes,axelforbes@utec.edu,3,Ingenieria mecanica,202327231
Sophia Hobbs,sophiahobbs1699@utec.edu,8,Ingenieria mecatronica,202299185
Erin Gay,eringay@utec.edu,9,Ingenieria mecatronica,202122199
Xander Reed,xanderreed@utec.edu,5,Bioingenieria,202166858
Colt Ramsey,coltramsey@utec.edu,5,Bioingenieria,202131637
Debra Benjamin,debrabenjamin@utec.edu,6,Administracion de negocios,202280032
Nissim Gay,nissimgay@utec.edu,4,Ingenieria quimica,202117855
Mark Ruiz,markruiz9739@utec.edu,5,Ingenieria civil,202399853
Drew Bell,drewbell5098@utec.edu,8,CS,202257492
Alan Hester,alanhester7321@utec.edu,4,Ingenieria quimica,202250779
Bethany Hartman,bethanyhartman7954@utec.edu,5,Administracion de negocios,202102095
Kimberly Wong,kimberlywong2965@utec.edu,7,Ingenieria industrial,202379491
Raphael Barron,raphaelbarron8576@utec.edu,1,DS,202284881
Tatum Beach,tatumbeach@utec.edu,8,Ingenieria ambiental,202177172
Tiger Pollard,tigerpollard@utec.edu,1,CS,202255612
Autumn Dejesus,autumndejesus1288@utec.edu,8,Ingenieria electronica,202277114
Angelica Conrad,angelicaconrad@utec.edu,3,CS,202385962
Sawyer Hewitt,sawyerhewitt@utec.edu,6,Ingenieria quimica,202101619
Reese Lyons,reeselyons@utec.edu,7,Ingenieria ambiental,202190439
Clayton Dickerson,claytondickerson42@utec.edu,5,Bioingenieria,202342283
Brock Conrad,brockconrad@utec.edu,3,Administracion de negocios,202244827
Leila Hughes,leilahughes@utec.edu,9,Ingenieria mecatronica,202250430
Latifah Potts,latifahpotts@utec.edu,6,Ingenieria mecanica,202185133
Mercedes Watson,mercedeswatson2322@utec.edu,6,Ingenieria civil,202284258
Donna Bird,donnabird@utec.edu,9,Bioingenieria,202169210
Reese Benjamin,reesebenjamin@utec.edu,4,Ingenieria ambiental,202123636
Larissa Lancaster,larissalancaster2336@utec.edu,6,CS,202255123
Brenna Olsen,brennaolsen6337@utec.edu,8,DS,202216422
Eaton Guthrie,eatonguthrie@utec.edu,3,Ingenieria quimica,202199702
Garrison Dalton,garrisondalton2450@utec.edu,9,Ingenieria mecanica,202334504
Alfonso Hahn,alfonsohahn954@utec.edu,9,Ingenieria de la energia,202286241
Autumn Frost,autumnfrost9842@utec.edu,8,Ingenieria mecanica,202372903
William Potts,williampotts5182@utec.edu,5,Ingenieria ambiental,202147575
Jonas Buckley,jonasbuckley1849@utec.edu,3,Ingenieria de la energia,202284993
Laith Nicholson,laithnicholson@utec.edu,2,Bioingenieria,202302842
Fletcher Gill,fletchergill8056@utec.edu,9,Ingenieria mecanica,202144903
Lamar Mcfadden,lamarmcfadden@utec.edu,2,DS,202350589
Vance Maynard,vancemaynard766@utec.edu,3,Ingenieria mecatronica,202246030
Garth Norman,garthnorman@utec.edu,7,Bioingenieria,202158795
Colin Barnett,colinbarnett@utec.edu,5,Ingenieria quimica,202207080
Finn Compton,finncompton@utec.edu,3,Bioingenieria,202362951
Austin Sullivan,austinsullivan5121@utec.edu,4,Bioingenieria,202345267
Stella Hale,stellahale2660@utec.edu,7,Ingenieria industrial,202238335
Nissim Rogers,nissimrogers@utec.edu,6,Bioingenieria,202211717
Herman Chavez,hermanchavez3921@utec.edu,6,Ingenieria industrial,202370979
Tatiana Malone,tatianamalone@utec.edu,2,Bioingenieria,202298271
Jenette Figueroa,jenettefigueroa7347@utec.edu,6,Ingenieria civil,202363838
Harding Hurst,hardinghurst3400@utec.edu,6,Bioingenieria,202194355
Ishmael Gregory,ishmaelgregory47@utec.edu,9,Ingenieria ambiental,202236666
Eliana Witt,elianawitt2215@utec.edu,5,Ingenieria mecanica,202143945
Abigail Farrell,abigailfarrell3986@utec.edu,7,Ingenieria ambiental,202276481
Lacota Gibbs,lacotagibbs@utec.edu,8,Administracion de negocios,202215860
Penelope Mills,penelopemills@utec.edu,8,Ingenieria quimica,202288608
Mariko Stephens,marikostephens352@utec.edu,8,Ingenieria de la energia,202281729
Anne Carey,annecarey@utec.edu,6,Ingenieria civil,202312502
Gloria Gould,gloriagould@utec.edu,5,Bioingenieria,202326983
Yuri Yates,yuriyates3295@utec.edu,10,DS,202122252
Rhona Curry,rhonacurry@utec.edu,2,Ingenieria civil,202159780
Peter Rush,peterrush6061@utec.edu,3,DS,202151118
Sonia Reid,soniareid@utec.edu,1,Ingenieria civil,202200924
Troy Fletcher,troyfletcher9679@utec.edu,7,CS,202194927
Cody Lamb,codylamb@utec.edu,9,Ingenieria de la energia,202387587
Miriam Blackwell,miriamblackwell@utec.edu,10,Ingenieria mecatronica,202281297
Joel Sweet,joelsweet162@utec.edu,8,Ingenieria electronica,202316917
Allen Riddle,allenriddle@utec.edu,6,Administracion de negocios,202185209
Ishmael Herman,ishmaelherman@utec.edu,8,Ingenieria electronica,202196449
Quentin French,quentinfrench@utec.edu,7,Ingenieria ambiental,202130557
Matthew Young,matthewyoung6129@utec.edu,2,Ingenieria mecanica,202239592
Irma Wheeler,irmawheeler@utec.edu,5,Ingenieria electronica,202104982
Wayne Barnett,waynebarnett@utec.edu,7,Ingenieria de la energia,202256327
Cassandra Harmon,cassandraharmon9010@utec.edu,7,Ingenieria de la energia,202307043
Timon Acevedo,timonacevedo2142@utec.edu,2,Ingenieria mecanica,202286503
Leila Mcgowan,leilamcgowan@utec.edu,1,DS,202201480
Gisela Cochran,giselacochran@utec.edu,9,CS,202193982
Allegra Bray,allegrabray@utec.edu,1,Administracion de negocios,202387648
Lev Bailey,levbailey@utec.edu,7,Administracion de negocios,202357097
Ariana Knox,arianaknox7621@utec.edu,6,Ingenieria ambiental,202155580
Shannon Cherry,shannoncherry@utec.edu,5,Ingenieria electronica,202349456
Ann Emerson,annemerson@utec.edu,2,CS,202162916
Beck Brooks,beckbrooks@utec.edu,7,Ingenieria electronica,202233221
Lesley Duke,lesleyduke7238@utec.edu,6,Ingenieria mecanica,202290610
Kibo Nolan,kibonolan1374@utec.edu,4,Ingenieria de la energia,202130217
Chaim Combs,chaimcombs@utec.edu,9,Ingenieria mecatronica,202199442
Hector Leon,hectorleon@utec.edu,5,Ingenieria ambiental,202130150
Byron Torres,byrontorres@utec.edu,3,Ingenieria mecatronica,202382215
Dustin Phillips,dustinphillips@utec.edu,7,Administracion de negocios,202260699
Demetrius Dennis,demetriusdennis@utec.edu,3,Ingenieria civil,202250583
Wesley Stafford,wesleystafford@utec.edu,10,Ingenieria industrial,202234987
Dorothy Casey,dorothycasey9354@utec.edu,9,Ingenieria industrial,202162621
Malik Burt,malikburt@utec.edu,9,Ingenieria ambiental,202127215
Shelly Woodard,shellywoodard@utec.edu,8,Bioingenieria,202163936
Zelenia Richmond,zeleniarichmond7895@utec.edu,6,Ingenieria industrial,202212049
Madaline English,madalineenglish@utec.edu,3,Ingenieria electronica,202107487
Berk Chase,berkchase3531@utec.edu,5,Ingenieria de la energia,202262093
Allistair Conway,allistairconway@utec.edu,5,Ingenieria industrial,202117713
Aaron Salas,aaronsalas3777@utec.edu,6,Ingenieria industrial,202166905
Rhonda Munoz,rhondamunoz9093@utec.edu,9,Ingenieria electronica,202288400
Kelly Houston,kellyhouston@utec.edu,6,Ingenieria industrial,202158662
Joy Sweeney,joysweeney4375@utec.edu,1,Ingenieria industrial,202146220
Victor Barnes,victorbarnes@utec.edu,7,Administracion de negocios,202224389
Matthew Downs,matthewdowns@utec.edu,2,Ingenieria ambiental,202177661
Gareth Colon,garethcolon5862@utec.edu,7,Administracion de negocios,202221489
Hedwig Wilkins,hedwigwilkins@utec.edu,5,DS,202361179
Isaac Faulkner,isaacfaulkner7332@utec.edu,7,Ingenieria mecanica,202317273
Valentine Barker,valentinebarker@utec.edu,2,Ingenieria de la energia,202231944
Russell Gregory,russellgregory9236@utec.edu,9,Ingenieria electronica,202159458
Kenyon Spencer,kenyonspencer@utec.edu,9,CS,202299151
Graiden Ratliff,graidenratliff@utec.edu,5,Ingenieria industrial,202156472
Devin Powell,devinpowell@utec.edu,3,Ingenieria mecanica,202193602
Chanda Reyes,chandareyes@utec.edu,4,Ingenieria mecanica,202304043
Cameran Robertson,cameranrobertson6138@utec.edu,3,Ingenieria ambiental,202337581
Kirk Morse,kirkmorse@utec.edu,7,Ingenieria mecanica,202360650
Leila Erickson,leilaerickson4260@utec.edu,5,Ingenieria civil,202229950
Athena Erickson,athenaerickson@utec.edu,7,Ingenieria mecanica,202102680
Eugenia Leon,eugenialeon1605@utec.edu,2,Ingenieria mecanica,202171236
Melvin Wilcox,melvinwilcox8228@utec.edu,4,Ingenieria quimica,202197797
Keegan Roberson,keeganroberson7972@utec.edu,7,Ingenieria quimica,202298422
Harrison Newman,harrisonnewman6071@utec.edu,4,Ingenieria mecanica,202368787
Macaulay Jones,macaulayjones761@utec.edu,5,Ingenieria mecanica,202321296
Ferris Palmer,ferrispalmer@utec.edu,6,Bioingenieria,202329117
Ezekiel Barry,ezekielbarry662@utec.edu,5,Ingenieria de la energia,202270363
Dana Medina,danamedina@utec.edu,3,Administracion de negocios,202271753
Hayley Avila,hayleyavila@utec.edu,8,Ingenieria de la energia,202109404
Charlotte Avila,charlotteavila@utec.edu,3,Bioingenieria,202112178
Timothy Walls,timothywalls2754@utec.edu,3,Ingenieria quimica,202144832
Mark Vincent,markvincent@utec.edu,3,Administracion de negocios,202365389
Nathan Cobb,nathancobb@utec.edu,4,CS,202152958
Nichole Bradshaw,nicholebradshaw@utec.edu,3,Ingenieria ambiental,202176700
Darryl Duffy,darrylduffy6709@utec.edu,5,Ingenieria quimica,202391721
Jael Cline,jaelcline@utec.edu,8,Bioingenieria,202206399
Nina Dixon,ninadixon4143@utec.edu,3,Ingenieria civil,202281718
Kirk Mullins,kirkmullins@utec.edu,6,Ingenieria quimica,202293280
Jelani Snow,jelanisnow@utec.edu,6,Ingenieria mecanica,202398248
Xena Horn,xenahorn8642@utec.edu,2,Bioingenieria,202132726
Harding Wall,hardingwall@utec.edu,10,Ingenieria quimica,202247034
Fleur Gardner,fleurgardner@utec.edu,4,Bioingenieria,202196271
Ulric Herman,ulricherman@utec.edu,9,Administracion de negocios,202118637
Jolie Hunter,joliehunter1176@utec.edu,6,Ingenieria quimica,202219188
Dorothy Cameron,dorothycameron@utec.edu,8,Ingenieria electronica,202266796
Timothy Bass,timothybass@utec.edu,6,Ingenieria de la energia,202267556
Jade Torres,jadetorres@utec.edu,5,Ingenieria quimica,202352056
Zoe Rich,zoerich@utec.edu,4,DS,202374411
Hunter Meyers,huntermeyers@utec.edu,3,Ingenieria mecatronica,202277057
Oprah Mason,oprahmason3567@utec.edu,4,Ingenieria industrial,202304580
Rosalyn Gordon,rosalyngordon@utec.edu,8,DS,202158602
Lane Ochoa,laneochoa@utec.edu,3,Ingenieria industrial,202113442
Herman Bartlett,hermanbartlett@utec.edu,2,Ingenieria mecatronica,202121791
